PlaceId,PlaceName,CreatedDate,CurrentPopularity
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-18T20:00:00,84
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-18T21:00:00,69
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-18T22:00:00,26
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-18T23:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T00:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T01:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T02:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T03:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T04:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T05:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T06:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T07:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T08:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T09:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T10:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T11:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T12:00:00,29
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T13:00:00,17
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T14:00:00,35
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T15:00:00,27
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T16:00:00,31
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T17:00:00,34
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T18:00:00,56
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T19:00:00,25
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T20:00:00,23
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T21:00:00,16
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T22:00:00,2
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-19T23:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T00:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T01:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T02:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T03:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T04:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T05:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T06:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T07:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T08:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T09:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T10:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T11:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T12:00:00,25
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T13:00:00,26
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T14:00:00,47
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T15:00:00,73
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T16:00:00,73
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T17:00:00,54
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T18:00:00,54
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T19:00:00,59
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T20:00:00,57
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T21:00:00,31
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T22:00:00,31
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-20T23:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T00:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T01:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T02:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T03:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T04:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T05:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T06:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T07:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T08:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T09:00:00,0
0C57AC90-B78C-47F6-B071-7F0892CA001A,Canalhouse,2025-02-21T10:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T10:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T11:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T12:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T13:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T14:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T15:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T16:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T17:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T18:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T19:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T20:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T21:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T22:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-14T23:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T00:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T01:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T02:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T03:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T04:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T05:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T06:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T07:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T08:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T09:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T10:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T11:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T12:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T13:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T14:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T15:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T16:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T17:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T18:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T19:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T20:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T21:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T22:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-15T23:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T00:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T01:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T02:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T03:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T04:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T05:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T06:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T07:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T08:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T09:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T10:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T11:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T12:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T13:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T14:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T15:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T16:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T17:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T18:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T19:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T20:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T21:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T22:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-16T23:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T00:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T01:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T02:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T03:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T04:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T05:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T06:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T07:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T08:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T09:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T10:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T11:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T12:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T13:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T14:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T15:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T16:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T17:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T18:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T19:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T20:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T21:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T22:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-17T23:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T00:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T01:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T02:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T03:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T04:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T05:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T06:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T07:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T08:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T09:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T10:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T11:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T12:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T13:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T14:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T15:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T16:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T17:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T18:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T19:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T20:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T21:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T22:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-18T23:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-19T00:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-19T01:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-19T02:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-19T03:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-19T04:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-19T05:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-19T06:00:00,0
AF77590B-E1D1-4982-9FFD-4E2B7CBF0B49,Together,2025-02-19T07:00:00,0
